ship_mmsi,allowed_ports
OARGSGKKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USNPN,USSAV,USCHA,CAPCA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,NLAMS,SIKOP,ITGOA,FRDKK,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,AUGER,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,IDTBR,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,CNMWN,CNCGM,CNXIA,CN2039,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNWEN,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUHAY,RUNJK"
OARRSSOYK,"CNCJN,CNHUI,CNCZH,CNNTG,CNFAN,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNDYI,CNTAI,CNTJN,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNDSN,CNTAX,CNFUZ,CNJIA,CNLYG,CNYAN,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,TWKAO,CNZJG,CNBAS,CNDJK,CNBYQ,CNSDG,CNXIA,CNBHI,TWMAI,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNQHD,CNNJG,CNDNG,CNWEI,KRDAN,KRULS"
RNOFYFKKK,"USLUA,USNYK,UYULA,CLMEJ,GBBEL,PTLXS,IEDUB,FRLEH,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,FRROU,MTMAL,BEANT,ESGIJ,NLROT,TRGEB,TRYAR,GRAGT,LTKLJ,EGALE,THLCB,IDCXP,IDJAK,VNHCM,VNHPG,VNQUN,THRAY,CNHUM,CNCJN,CNHUI,CNCZH,CNNTG,CNFAN,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHKO,CNHPU,CNDYI,CNTAI,CNTJN,MYPKE,MYPAG,CNSTO,CNYSN,CNWGQ,CNCJK,CNSHA,CNDSN,CNTAX,CNFUZ,CNJIA,TWHLN,CNLYG,CNYAN,CNWEF,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNBAS,CNDJK,CNBYQ,CNYIZ,CNSHS,CNSDG,CNCGM,CNXIA,CNBHI,PHBAT,TWMAI,CNRIZ,SGSGP,TWTCH,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNQIZ,CNBAO,CNQIN,CNNJG,CNGLA,CNDNG,CNWEI,CNNDE,KRPOH,JPKOB,KRGWA,KRDAN,JPFUK,JPKIS,JPSKI,JPTOK,KRULS,JPNAG,JPYOK,KRPYT,JPMIZ,JPOSK,AUADE,AUGEE"
OACRORKKK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USSAV,USNYK,COBUE,UYULA,BRPEC,BRTUB,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,CNSDG,MYTPP,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNWEI,IDSAM,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY"
OARAKSKKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,MY3177,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,CNMWN,CNCGM,CNXIA,CN2039,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,CNWEI,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUSYD,AUHAY,RUNJK"
OFFANFSKK,"CNNBO,CNTJN,CNDAL,SGSGP,CNQIN,KRGWA"
OFFGNNOKK,"BRPDM,SARTA,KWMAA,IQMAB,AERUW,OMSOH,AEFUJ,CNHUI,MY3182,CNLSN,CNNBO,CNZOS,CNJIN,CNTJN,CNJIT,MY3173,CNLYG,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNSDG,AUPHE,CNRIZ,SGSGP,CNZHA,CNQIZ,CNQIN,CNCFD,CNMJS,KRGWA,JPKII,JPSKI,KRULS,KRINC,JPCBA,KRYOS"
OARCGANSK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,CNSDG,MYTPP,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OARASRKKK,"BRPDM,SAJUT,SARTA,KWMAA,IQMAB,AERUW,OMMAF,AEFUJ,MMMIO,CNHUI,CNLSN,CNNBO,CNZOS,CNTJN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNSDG,SGSGP,CNZHA,CNQIZ,CNQIN,CNCFD,KRGWA,JPKII,JPSKI,JPCBA"
OARNCKCGK,"CNHUI,CNCZH,CNFAN,CNYJG,CNGUA,CNHKO,CNSTO,CNSYA,CNYPG,CNBHI,CNZHA,CNHAA,CNDNG"
OARRFGKKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USNPN,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,NLAMS,SIKOP,ITGOA,FRDKK,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,AUGER,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,IDTBR,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,CNMWN,CNCGM,CNXIA,CN2039,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNWEN,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUNTL,AUBRI,AUHAY,RUNJK"
OAOAFOKKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNPLI,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OARCRRCOK,"CNHUI,CNCZH,CNFAN,CNYJG,CNGUA,CNHKO,CNSTO,CNDAL,CNYPG,CNSDG,CNBHI,CNZHA,CNDNG"
OAOOSYKKK,"USSEA,USLSA,CAVCR,USOAK,MXMAN,PECAL,PABAL,USSAV,USCHA,USNYK,COBUE,CLSAN,UYULA,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,TRYAR,TRALI,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,SADMA,SAJED,SARTA,QARAS,KWMAA,IQMAB,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,PKKAR,INMUN,THLCB,VNHPG,VNCAM,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,AUCPN,CNHUA,CNTAI,CNTJN,MYPKE,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,CN8965,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,CNSDG,CNMWN,CNCGM,AUPHE,CNXIA,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNQIZ,CNLYW,CNBAO,CNQIN,CNCFD,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPIWA,JPNAG,JPCBA,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUAPT,AUNTL,AUBRI,AUHAY,RUKZM,NCNOA"
OFFASRSKK,"CNNBO,CNTJN,CNDAL,SGSGP,CNQIN,KRGWA"
OARCRCSYK,"CNHKO,CNZHH,CNSYA,CNBHI,CNZHA,CNHAA,CNDNG"
OARANYKKK,"USSEA,USLGB,CAPRR,USLSA,CAVCR,USOAK,MXESE,MXMAN,PECAL,PABAL,USSAV,USCHA,USNYK,COBUE,CLSAN,CLLIR,BRPDM,GBLGP,MATAN,FRLEH,BEZEE,FRFOS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,BEANT,PLGDA,ESVAL,NLROT,TRMER,TRISK,TRYAR,EGSOK,TRALI,TRIST,GRPIR,EGPSA,JOAQA,EGDAM,SAJUB,SADMA,QAHMD,SAJED,AEJAL,OMSOH,AEKHA,PKKAR,INNSA,LKCOL,INMUN,VNCMP,THLCB,VNHPG,HKHKG,CNNBO,CNZOS,CNFUN,CNTJN,MYPKE,CNYSN,CNWGQ,CNCJK,CNJIT,CNNSA,CNYTN,CNLYG,CNMEZ,CNDAL,TWKAO,CNSLH,CNDJK,CNMWN,CNXIA,CNSHE,SGSGP,TWTAP,CNQIN,KRGWA,KRBUS"
OFFFACSKK,"CNNBO,CNTJN,CNDAL,SGSGP,CNQIN,KRGWA"
OACACKKKK,"MXLCS,USLUA,MXMAN,USNYK,UYULA,GBBEL,PTLXS,IEDUB,FRLEH,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,FRROU,MTMAL,BEANT,ESGIJ,NLROT,TRGEB,TRYAR,GRAGT,LTKLJ,EGALE,BDCTG,INKAK,THLCB,IDCXP,IDJAK,VNHCM,VNHPG,VNQUN,THRAY,CNHUM,CNCJN,CNHUI,CNCZH,CNLSN,CNNTG,CNFAN,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHKO,CNHPU,CNDYI,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNSHA,CNDSN,CNTAX,CNFUZ,CNJIA,TWHLN,CNLYG,CNYAN,CNWEF,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNBAS,CNDJK,CNBYQ,CNYIZ,CNSHS,CNSDG,CNCGM,CNXIA,CNBHI,PHBAT,TWMAI,CNRIZ,SGSGP,TWTCH,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNNJG,CNGLA,CNDNG,CNWEI,CNNDE,KRPOH,KRGWA,KRDAN,JPFUK,JPKIS,JPSKI,JPTOK,KRULS,JPNAG,JPYOK,KRPYT,JPMIZ,JPOSK,AUADE,AUGEE"
OARCRRRFK,"CNHUI,CNCZH,CNFAN,CNYJG,CNGUA,CNHKO,CNSTO,CNYPG,CNBHI,CNZHA,CNDNG"
RNRGYRKKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNPLI,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OFFNOAFKK,"BRPDM,SAJUT,QAASN,SARTA,KWMAA,IQMAB,AERUW,OMMAF,AEFUJ,MMMIO,CNHUI,CNLSN,CNNBO,CNZOS,CNJIN,CNTJN,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNSDG,SGSGP,CNZHA,CNQIZ,CNQIN,CNCFD,KRGWA,JPKII,JPSKI,KRULS,KRINC,JPCBA"
OFFKSFSKK,"CAPRR,CAVCR,CANWE,BRPDM,BEZEE,DEHAM,MTMAL,BEANT,PLGDA,NLROT,GRPIR,SADMA,SARTA,KWMAA,IQMAB,AEJAL,AERUW,OMSOH,AEKHA,AEFUJ,CNHUI,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,CNYSN,CNCJK,CNJIT,CNNSA,CNYTN,MY3173,CNJIA,CNLYG,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNBYQ,CNSDG,AUPHE,CNXIA,CNRIZ,SGSGP,CNZHA,CNDDG,CNQIZ,CNLYW,CNQIN,CNCFD,CNMJS,KRPOH,KRGWA,JPFUK,JPKII,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPMIZ,JPKMA,KRYOS,AUNTL,AUHAY"
RNOORRKKK,"BRPDM,XZKMN,SAJUT,QAASN,SARTA,KWMAA,IQMAB,AERUW,OMMAF,AEZUR,AEFUJ,MMMIO,CNHUI,CNLSN,CNNBO,CNZOS,CNJIN,CNTJN,CNYAN,CNMEZ,CNDAL,CNYPG,TWKAO,CNSLH,CNDJK,CNSDG,SGSGP,CNZHA,CNQIZ,CNQIN,CNCFD,KRGWA,JPKII,JPSKI,KRULS,KRINC,JPCBA"
OFFKFFSKK,"USSEA,CAPRR,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USSAV,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRTUB,BRPAR,BRRDJ,UYMON,BRIOA,BRSTS,BRIJI,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,SIKOP,ITGOA,DEHAM,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,EGSOK,JOAQA,ROCON,EGALE,SAJUB,SADMA,SAJED,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INNSA,INCHN,LKCOL,INKNP,INMUN,INKUP,THLCB,VNHPG,VNCAM,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,MYPEN,CNSDG,CNMWN,CNCGM,CNXIA,CNRIZ,CNSHE,SGSGP,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,CNWEI,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OFFSANRKK,"USLUA,PECAL,ECGYL,USNYK,PEMAT,ECPBO,UYULA,CLMEJ,BRRDJ,UYMON,BRRGR,GBBEL,PTLXS,GHTEM,GNCON,IEDUB,FRLEH,BEZEE,SIKOP,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,ITRAV,FRROU,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,ESBIL,TRGEB,TRYAR,ZADUR,GRAGT,LTKLJ,FIKOT,EGALE,KEMOM,TZDRS,AEJAL,OMSOH,PKQAS,PKKAR,INKAN,THLCB,IDCXP,IDJAK,VNHCM,VNHPG,VNQUN,THRAY,CNHUM,CNCJN,CNHUI,CNCZH,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNDAF,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHKO,CNHPU,CNDYI,CNTAI,CNTJN,MYPKE,MYPAG,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNSHA,CNDSN,CNTAX,CNFUZ,CNJIA,TWHLN,CNLYG,CNYAN,CNWEF,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNBAS,CNDJK,CNBYQ,CNYIZ,CNSHS,CNSDG,AUBUN,CNPLI,CNCGM,CNXIA,CNBHI,PHBAT,TWMAI,CNRIZ,SGSGP,TWTCH,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNDNG,CNWEI,CNNDE,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,JPTOK,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPMOJ,JPOSK,AUGLE,AUMEL,AUNTL,AUPKE,AUADE,AUGEE"
