ship_mmsi,allowed_ports
OFFARFSKK,"CAVCR,MXLCS,USLUA,MXMAN,PECAL,ECGYL,USNYK,COBUE,UYULA,BRVIT,BRRDJ,UYMON,BRSTS,BRRGR,GBBEL,PTLXS,MACAS,GHTEM,PTSBL,GNCON,IEDUB,CIABI,FRLEH,BEZEE,SIKOP,ITGOA,NLVSG,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,ITRAV,FRROU,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,ESSAG,ESBIL,TRGEB,LVRIX,TRYAR,ZADUR,GRAGT,TRLMA,TRDER,ZARIB,JOAQA,LTKLJ,FIKOT,ROCON,ZAPLZ,UACHO,EGALE,BHBAH,KEMOM,TZDRS,SADMA,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERAK,RUSPG,OMSOH,AEFUJ,PKQAS,PKKAR,BDCTG,INKAN,INKNP,INMUN,THLCB,IDCXP,VNNGH,IDJAK,VNHCM,VNHPG,VNCAM,VNQUN,THRAY,IDSUR,CNHUM,CNCJN,CNHUI,CNCZH,CNSHD,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNDAF,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHKO,CNHPU,CNDYI,CNHUA,CNTAI,CNDCB,CNTJN,MYKUA,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNSHA,CNNSA,CNDSN,CNTAX,CNLAZ,CNFUZ,CNYTN,CNJIA,TWHLN,CNLYG,CNYAN,CNWEF,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNBAS,CNDJK,CNBYQ,CNLKU,CNYIZ,CNSDG,CNPLI,CNCGM,CNXIA,CNBHI,PHBAT,TWMAI,CNRIZ,CNSHE,SGSGP,TWTCH,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNLVS,CNCFD,CNNJG,CNGLA,CNDNG,CNWEI,IDSAM,CNNDE,KRPOH,KRKUN,KRGWA,JPHIB,KRDAN,JPFUK,JPOIT,JPKIS,JPHHR,JPSKI,JPTOK,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPMOJ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUPKE,AUADE,AUBRI,AUGEE,NZAKL,NZTAU,NZNAP"
OFFSRRRKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,BRPAR,BRRDJ,UYMON,BRIOA,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OAOFFRKKK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,CLTAL,UYULA,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,CNSDG,MYTPP,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OACROGKKK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USSAV,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,CNSDG,MYTPP,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OARCGARSK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,CNSDG,MYTPP,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OARCYGKFK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,CLTAL,UYULA,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,CNSDG,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,CNWEI,IDSAM,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OACNCCCSK,"CNHKO,CNSYA,CNBHI,CNZHA"
OACNCRYAK,"CNHUI,CNCZH,CNFAN,CNYJG,CNGUA,CNHKO,CNSTO,CNSYA,CNYPG,CNBHI,CNZHA,CNDNG"
OARAYAKKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OARCROOCK,"CNHUI,CNCZH,CNFAN,CNYJG,CNGUA,CNHKO,CNSTO,CNSYA,CNYPG,CNBHI,CNZHA,CNHAA,CNDNG"
OFFKNKYKK,"USSEA,USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,PABAL,USSAV,USCHA,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,QARAS,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKKAR,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,MY3177,CNFUN,CNJIN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,CNMWN,CNCGM,CNXIA,CN2039,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNQIZ,CNLYW,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUAPT,AUNTL,AUBRI,AUHAY,RUNJK"
OACOFAKKK,"USSEA,USLSA,CAVCR,PABAL,USSAV,USCHA,USNYK,BRTUB,BRPDM,BRITA,GBSOU,FRLEH,BEZEE,FRFOS,ITGOA,DEHAM,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,JOAQA,EGALE,SADMA,SAJED,SARTA,QARAS,KWMAA,IQMAB,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,PKKAR,INMUN,THLCB,VNCAM,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,AUCPN,CNHUA,CNTAI,CNTJN,MYPKE,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,CN8965,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,CNSDG,CNCGM,AUPHE,CNXIA,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNQIZ,CNLYW,CNBAO,CNQIN,CNCFD,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUAPT,AUNTL,AUBRI,AUHAY,RUKZM,NCNOA"
OFFGYGYKK,"USLSA,CAVCR,USOAK,GTPQL,MXLCS,MXMAN,PECAL,PABAL,ECGYL,USNPN,USSAV,USNYK,COBUE,CLSAN,CLTAL,UYULA,BRPEC,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRIOA,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,ZACPT,TRYAR,GRELE,GRAGT,TRALI,ZARIB,EGPSA,JOAQA,ROCON,EGALE,EGDAM,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,RUULG,PKQAS,PKKAR,INCHN,INKNP,INMUN,INVIS,THLCB,THKSI,VNHPG,VNCAM,VNSOD,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,CNSWE,TWKAO,CNZJG,CNSLH,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNQIZ,CNLYW,CNQHD,CNBAO,CNQIN,CNCFD,CNGLA,MYPGG,CNWEI,IDSAM,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI,AUHAY,RUNJK"
OAOFKNKKK,"USLSA,CAVCR,USOAK,MXLCS,MXMAN,PECAL,ECGYL,USNYK,COBUE,UYULA,BRPAR,BRRDJ,UYMON,BRSTS,BRRGR,GBSOU,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,DEHAM,MTMAL,BEANT,PLGDA,ESGIJ,NLROT,TRYAR,GRAGT,ZARIB,JOAQA,ROCON,EGALE,SAJUB,BHBAH,KEMOM,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,OMSOH,AEFUJ,PKQAS,PKKAR,INKNP,INMUN,THLCB,THKSI,VNHPG,VNCAM,CNHUI,CNPAN,CNTAZ,MY3182,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHUA,CNTAI,CNDCB,CN9862,CNTJN,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNLAZ,CNYTN,CNJIA,CN1087,CNLYG,CNYAN,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNDJK,CNBYQ,CNLKU,MYTBS,CNSDG,MYTPP,CNMWN,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,CNJIJ,TWTAP,CNZHA,CNQUA,CNZHE,CNDDG,CNWEN,CNQIZ,CNQHD,CNBAO,CNQIN,CNCFD,CNNJG,CNGLA,MYPGG,CNWEI,IDSAM,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUADE,AUBRI"
OFFAKNFKK,"USLSA,CAVCR,USOAK,GTSTC,USBEA,USBTR,MXLCS,USLUA,MXMAN,PECAL,ECGYL,USNYK,COBAR,COBUE,UYULA,BRVIT,BRRDJ,UYMON,BRSTS,BRRGR,GBBEL,PTLXS,MACAS,GBSOU,GHTEM,GNCON,IEDUB,CIABI,FRLEH,BEZEE,NLAMS,SIKOP,ITGOA,NLVSG,ESHUE,ITTAR,ESTAR,DZDJE,DEHAM,ITRAV,FRROU,MTMAL,BEANT,PLGDA,ESSAN,ESGIJ,NLROT,ESSAG,ESBIL,TRGEB,LVRIX,TRYAR,ZADUR,GRAGT,TRLMA,TRDER,ZARIB,JOAQA,LTKLJ,FIKOT,ROCON,ZAPLZ,UACHO,EGALE,SAJUB,BHBAH,KEMOM,TZDRS,SADMA,QAUMS,SAJED,SAYAN,KWMAA,AEJAL,AEABU,AERAK,RUSPG,OMSOH,AEFUJ,PKQAS,PKKAR,INKAN,INKNP,INMUN,THLCB,VNPHU,THKSI,VNNGH,IDJAK,VNHCM,VNHPG,VNCAM,VNQUN,IDSUR,CNHUM,CNCJN,CNHUI,CNCZH,CNPAN,CNSHD,CNLSN,HKHKG,AUGER,CNNTG,CNFAN,CNDAF,CNYJG,CNNBO,CNPYU,CNZOS,CNGUA,CNFUN,CNJIN,CNHKO,CNHPU,CNDYI,CNHUA,CNTAI,CNDCB,CNTJN,MYKUA,MYPKE,MYPAG,IDBAH,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CN9873,CNYZH,CNNSA,CNDSN,CNTAX,CNLAZ,CNFUZ,CNYTN,CNJIA,CN1087,TWHLN,CNLYG,CNYAN,TWKEE,AUESP,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,CNZZU,TWKAO,CNZJG,AUFRE,CNBAS,CNSIZ,CNDJK,CNBYQ,CNLKU,CNSDG,MYTPP,CNPLI,CNCGM,CNXIA,CNBHI,TWMAI,CNRIZ,CNSHE,SGSGP,TWTCH,MY2243,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNDDG,CNWEN,CNCHZ,CNQIZ,CNQHD,CNBAO,CNQIN,CNLVS,CNCFD,CNNJG,CNGLA,CNDNG,CNWEI,IDSAM,CNNDE,KRPOH,KRKUN,KRGWA,JPHIB,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,JPTOK,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,JPOSK,AUGLE,AUMEL,AUNTL,AUPKE,AUADE,AUBRI,AUBNE,NZAKL,NZTAU,NZNAP"
OARCFNYRK,"CNCJN,CNHUI,CNCZH,CNNTG,CNFAN,CNYJG,CNNBO,CNZOS,CNGUA,CNHKO,CNSTO,CNCJK,CNDSN,CNTAX,CNWEF,CNYPG,CNYIZ,CNBHI,CNZHA,CNZPU,CNCHZ,CNDNG"
OFFAAFOKK,"USLGB,USLSA,USNFK,USSAV,USNYK,BRPDM,GBLGP,MATAN,FRLEH,BEZEE,FRFOS,ITGOA,DEHAM,BEANT,PLGDA,ESVAL,NLROT,EGSOK,GRPIR,JOAQA,SADMA,QAHMD,SAJED,AEJAL,OMSOH,AEKHA,PKKAR,INNSA,INMUN,VNCMP,HKHKG,CNNBO,CNZOS,CNFUN,CNTJN,MYPKE,CNYSN,CNJIT,CNNSA,CNYTN,CNLYG,CNMEZ,CNDAL,TWKAO,CNSLH,CNDJK,CNXIA,CNSHE,SGSGP,TWTAP,CNQIN,KRGWA"
OAOFRAKKK,"USSEA,USLSA,CAVCR,USOAK,MXMAN,PECAL,PABAL,USSAV,USCHA,USNYK,COBUE,CLSAN,UYULA,BRTUB,BRPDM,ARBNA,BRPAR,BRRDJ,UYMON,BRSTS,BRITA,BRRGR,GBSOU,FRLEH,BEZEE,FRFOS,SIKOP,ITGOA,DEHAM,ESBAR,MTMAL,ESCAR,BEANT,PLGDA,ESGIJ,NLROT,TRMER,TRYAR,TRALI,EGPSA,UAODS,JOAQA,ROCON,EGALE,EGDAM,SAJUB,SADMA,SAJED,SARTA,QARAS,KWMAA,IQMAB,AEJAL,AEABU,AERUW,OMSOH,AEFUJ,PKKAR,INMUN,THLCB,VNHPG,VNCAM,CNHUI,CNPAN,MY3182,CNLSN,HKHKG,CNFAN,CNNBO,CNZOS,CNGUA,CNFUN,CNJIN,AUCPN,CNHUA,CNTAI,CNTJN,MYPKE,MYPAG,CNYSN,CNWGQ,CNCJK,CNJIT,CNYZH,CNNSA,CNDSN,CNYTN,CNJIA,CNLYG,CNYAN,AUESP,CNMEZ,CNDAL,CNYPG,CN8965,TWKAO,CNZJG,CNSLH,CNDJK,CNBYQ,CNLKU,CNSDG,CNMWN,CNCGM,AUPHE,CNXIA,CNRIZ,CNSHE,SGSGP,MY2243,TWTAP,CNZHA,CNZHE,CNDDG,CNQIZ,CNLYW,CNBAO,CNQIN,CNCFD,CNGLA,CNMJS,JPKAW,KRPOH,KRGWA,KRDAN,JPFUK,JPOIT,JPKIS,JPSKI,KRULS,KRINC,JPNAG,JPCBA,JPYOK,KRPYT,KRBUS,JPMIZ,JPKMA,KRYOS,AUGLE,AUAPT,AUNTL,AUBRI,AUHAY"
OAOGAAKKK,"CNCJN,CNHUI,CNCZH,CNNTG,CNFAN,CNYJG,CNNBO,CNZOS,CNGUA,CNFUN,CNDYI,CNTAI,CNTJN,CNSTO,CNYSN,CNWGQ,CNCJK,CNJIT,CNDSN,CNTAX,CNFUZ,CNJIA,CNLYG,CNYAN,CNCHS,CNMEZ,CNDAL,CNYPG,CNRUG,TWKAO,CNZJG,CNBAS,CNDJK,CNBYQ,CNSDG,CNXIA,CNBHI,TWMAI,CNJIJ,CNZHA,CNZPU,CNQUA,CNZHE,CNWEN,CNCHZ,CNQHD,CNNJG,CNDNG,CNWEI,KRDAN,KRULS"
