ship_mmsi,start_port,end_port
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OAOFSFKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACONKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
RNORNSKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OARANOKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OACKYAKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OAONAKKKK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
OACCKSKRK,CNYAN,CNDAL
