ship_mmsi,start_port,end_port
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRAKRK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARNCAACK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRNFK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGRK,CNHAA,CNHKO
OARCRRGOK,CNHAA,CNHKO
OARNCAACK,CNHAA,CNHKO
OARCRRGOK,CNHAA,CNHKO
OARCRRGOK,CNHAA,CNHKO
OARCRRGOK,CNHAA,CNHKO
OARCRRGOK,CNHAA,CNHKO
OARCRRGOK,CNHAA,CNHKO
OARCRRGOK,CNHAA,CNHKO
OARCRRGOK,CNHAA,CNHKO
OARCRRGOK,CNHAA,CNHKO
OARCRRGOK,CNHAA,CNHKO
OARCRRGOK,CNHAA,CNHKO
OARCRRGOK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OACNCCGFK,CNHAA,CNHKO
OARNCAACK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCKCGK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
OARNCCAAK,CNHAA,CNHKO
